,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Date,Accident.Category,injury.rating,damage.rating,State
80218,20170327X44109,Accident,GAA17CA202,2017-03-25,MACKAY ID,UNITED STATES,Non-Fatal,Substantial,Airplane,N52743,CESSNA,182,No,1.0,Reciprocating,091,,Personal,0.0,2.0,0.0,0.0,VMC,,"The pilot's decision to maneuver the airplane over mountainous terrain in high-density altitude conditions, which resulted in the airplanes inability to maintain altitude or establish a climb.",25-09-2020,2017-03-25,Serious,2,2,ID
80220,20170328X92656,Accident,CEN17FA139,2017-03-25,STONEWALL TX,UNITED STATES,Fatal,Substantial,Airplane,N4329T,PIPER,PA-28-140,No,1.0,Reciprocating,091,,Personal,1.0,0.0,0.0,0.0,VMC,,"The pilot's failure to attain a proper touchdown point following a loss of engine power and his inability to stop the airplane on the short, soft runway. Contributing to the accident was the inadequate maintenance of the airplane by the owner and the mechanic and the improper annual inspection by the mechanic.",25-09-2020,2017-03-25,Fatal,3,2,TX
80222,20170327X60749,Accident,GAA17CA204,2017-03-26,DEATH VALLEY CA,UNITED STATES,Non-Fatal,Substantial,Airplane,N9953A,CESSNA,170,No,1.0,Reciprocating,091,,Personal,0.0,2.0,0.0,2.0,VMC,,"The pilots improper compensation for crosswind conditions during the landing flare and his subsequent failure to maintain directional control during the landing.
",25-09-2020,2017-03-26,Serious,2,2,CA
80225,20170329X51450,Accident,GAA17CA210,2017-03-27,SOLDOTNA AK,UNITED STATES,Non-Fatal,Substantial,Airplane,N2838Z,PIPER,PA22,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots unstabilized approach and failure to attain the proper touchdown point, which resulted in a runway overrun and collision with a snowbank.
",25-09-2020,2017-03-27,Minor,1,2,AK
80227,20170328X00439,Accident,GAA17CA209,2017-03-28,ST. PETERSBURG FL,UNITED STATES,Non-Fatal,Substantial,Airplane,N7838B,CESSNA,140,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,2.0,VMC,,"The pilot receiving instructions overcorrection with rudder during the landing roll, which resulted in a ground loop and runway excursion. Contributing to the accident was the flight instructors delayed remedial action.",25-09-2020,2017-03-28,Minor,1,2,FL
80230,20170328X53238,Accident,ERA17FA140,2017-03-28,DADEVILLE AL,UNITED STATES,Fatal,Destroyed,Airplane,N8169Y,BEECH,A36,No,1.0,Reciprocating,091,,Personal,2.0,0.0,0.0,0.0,VMC,,A loss of engine power for reasons that could not be determined due to postcrash thermal damage to the engine accessories and the airframe. Contributing to the accident was the pilot's failure to navigate to any of the available forced landing sites within gliding distance of the airplane following the loss of engine power.,25-09-2020,2017-03-28,Fatal,3,3,AL
80236,20170330X15034,Accident,ERA17LA141,2017-03-29,MOORESVILLE NC,UNITED STATES,Non-Fatal,Substantial,Airplane,N2383C,CESSNA,R182,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to properly configure the airplane's flaps for takeoff, which resulted in a longer ground roll and subsequent runway excursion.",25-09-2020,2017-03-29,Minor,1,2,NC
80243,20170401X94926,Accident,ERA17FA143,2017-04-01,EDGEWATER FL,UNITED STATES,Fatal,Destroyed,Airplane,N8082A,CESSNA,170B,No,1.0,Reciprocating,091,,Personal,2.0,0.0,0.0,0.0,VMC,,The Cessna pilot's failure to maintain clearance from the Grumman during the transition to a different formation. Contributing to the accident was the stepped down configuration of the formation flight which was composed of dissimilar aircraft.,25-09-2020,2017-04-01,Fatal,3,3,FL
80247,20170403X10905,Accident,GAA17CA219,2017-04-02,MILLBROOK NY,UNITED STATES,Non-Fatal,Substantial,Airplane,N734SN,CESSNA,172,No,1.0,Reciprocating,091,,Personal,0.0,1.0,0.0,3.0,VMC,,"The pilots failure to maintain adequate airspeed and his exceedance of the airplanes critical angle of attack during landing with a crosswind, which resulted in an aerodynamic stall and an off-runway landing.
",25-09-2020,2017-04-02,Serious,2,2,NY
80249,20170404X70045,Accident,GAA17CA216,2017-04-03,TWISP WA,UNITED STATES,Non-Fatal,Substantial,Airplane,N7547G,CESSNA,172,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilots failure to maintain crosswind correction during landing, which resulted in the airplane cartwheeling.
",25-09-2020,2017-04-03,Minor,1,2,WA
80250,20170404X81707,Accident,GAA17CA215,2017-04-03,BLUE EARTH MN,UNITED STATES,Non-Fatal,Substantial,Airplane,N8889X,CESSNA,182,No,1.0,Reciprocating,091,,Personal,0.0,2.0,0.0,1.0,IMC,,"The pilot's decision to continue the night, visual flight into instrument meteorological conditions, which resulted in controlled flight into terrain while on final approach. Contributing to the accident was the pilot's improper use of an electronic flight bag.",25-09-2020,2017-04-03,Serious,2,2,MN
80251,20170322X54220,Accident,GAA17CA199,2017-04-04,SCAPPOOSE OR,UNITED STATES,Non-Fatal,Substantial,Airplane,N7822D,PIPER,PA 22,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The student pilots loss of directional control during the landing roll and his subsequent inadvertent brake application, which resulted in a nose-over. 
",25-09-2020,2017-04-04,Minor,1,2,OR
80255,20170428X63504,Accident,WPR17LA092,2017-04-04,WHITTIER CA,UNITED STATES,Non-Fatal,Substantial,Airplane,N55339,PIPER,PA 28-140,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's impaired decision-making due to alcohol intoxication and his improper fuel management, which resulted in a total loss of engine power due to fuel starvation.",25-09-2020,2017-04-04,Minor,1,2,CA
80257,20170410X92111,Accident,CEN17LA148,2017-04-05,DETROIT LAKES MN,UNITED STATES,Non-Fatal,Substantial,Airplane,N1215M,CESSNA,T210M,No,1.0,Reciprocating,091,,Positioning,0.0,0.0,0.0,1.0,VMC,,"The malfunction of the right main landing gear actuator for reasons that could not be determined because postaccident examination revealed no mechanical anomalies that would have precluded normal operation. Contributing to the accident was the improper decision to disengage the landing gear system circuit breaker before the flight, which was contrary to the manufacturer-recommended procedures.",25-09-2020,2017-04-05,Minor,1,2,MN
80259,20170410X81848,Accident,GAA17CA221,2017-04-06,GRANBY CO,UNITED STATES,Non-Fatal,Substantial,Airplane,N829BA,CESSNA,P210,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to extend the landing gear before landing.,25-09-2020,2017-04-06,Minor,1,2,CO
80260,20170412X80135,Accident,GAA17CA229,2017-04-06,SAN MARCOS TX,UNITED STATES,Non-Fatal,Substantial,Airplane,N2477F,CESSNA,172,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilots improper landing flare, which resulted in a hard landing.",25-09-2020,2017-04-06,Minor,1,2,TX
80261,20170407X41449,Accident,ERA17LA151,2017-04-07,ATLANTA GA,UNITED STATES,Non-Fatal,Substantial,Airplane,N56H,CESSNA,414,No,2.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's diverted attention during the landing approach, which resulted in his failure to configure the landing gear and a subsequent a gear-up landing. ",21-06-2021,2017-04-07,Minor,1,2,GA
80262,20170407X41612,Accident,WPR17FA085,2017-04-07,HARRISBURG OR,UNITED STATES,Fatal,Destroyed,Airplane,N123SB,PIPER,PA 46-310P,No,1.0,Reciprocating,091,,Personal,4.0,0.0,0.0,0.0,IMC,,"An encounter with a downburst during an instrument approach, which resulted in a loss of control at low altitude. Contributing to the accident was the air traffic controller's failure to solicit and disseminate pilot reports from arriving and departing aircraft in order to provide pilots with current and useful weather information near the airport.",25-09-2020,2017-04-07,Fatal,3,3,OR
80263,20170407X85555,Accident,CEN17FA147,2017-04-07,OXFORD IA,UNITED STATES,Fatal,Destroyed,Airplane,N9179J,PIPER,PA-28-180,No,1.0,Reciprocating,091,,Instructional,2.0,0.0,0.0,0.0,VMC,,The failure of the pilot receiving instruction to recover from the practice stall before the airplane entered a spin and the flight instructor's inadequate monitoring of the pilot receiving instruction and delayed remedial action to recover the airplane.,25-09-2020,2017-04-07,Fatal,3,3,IA
80267,20170417X91628,Accident,CEN17LA154,2017-04-07,GREENSBURG IN,UNITED STATES,Non-Fatal,Substantial,Airplane,N2389A,PIPER,PA-22-135,No,1.0,Reciprocating,091,,Business,0.0,1.0,0.0,2.0,VMC,,"The pilot's failure to maintain control during landing, which resulted in an impact with terrain.",25-09-2020,2017-04-07,Serious,2,2,IN
80268,20170408X41518,Accident,ERA17FA148,2017-04-08,SANFORD FL,UNITED STATES,Fatal,Destroyed,Airplane,N3280M,PIPER,PA 12,No,1.0,Reciprocating,091,,Personal,1.0,0.0,0.0,0.0,VMC,,"The incorrect rigging of the elevator control cables, which resulted in a reversal of elevator control inputs applied by the pilot during the takeoff, an excessive nose-high pitch, and subsequent aerodynamic stall after takeoff. Also causal was the inadequate postmaintenance inspection and the pilot's inadequate preflight inspection and before takeoff check, which failed to detect the misrigging.",25-09-2020,2017-04-08,Fatal,3,3,FL
80270,20170408X73024,Accident,ERA17LA150,2017-04-08,SOUTH LAKELAND FL,UNITED STATES,Non-Fatal,Substantial,Airplane,N1362G,CESSNA,310R,No,2.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,The failure of the left main landing gear on landing for reasons that could not be determined due to the extent of damage sustained during the accident.,25-09-2020,2017-04-08,Minor,1,2,FL
80271,20170410X64605,Accident,GAA17CA223,2017-04-08,NEW CARLISLE OH,UNITED STATES,Non-Fatal,Substantial,Airplane,N8350U,CESSNA,172,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,"The other pilots decision to land on an occupied runway and his failure to see and avoid the airplane.
",25-09-2020,2017-04-08,Minor,1,2,OH
80272,20170411X42210,Accident,GAA17CA226,2017-04-08,SANTA TERESA NM,UNITED STATES,Non-Fatal,Substantial,Airplane,N3938Y,CESSNA,210,No,1.0,Reciprocating,091,,Personal,0.0,1.0,0.0,0.0,VMC,,"The pilots improper landing flare, which resulted in a hard, porpoised landing and subsequent nose-over. 
",25-09-2020,2017-04-08,Serious,2,2,NM
80277,20170410X54254,Accident,CEN17LA150,2017-04-09,PONTIAC MI,UNITED STATES,Non-Fatal,Substantial,Airplane,N36458,PIPER,PA 28R-201,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,2.0,VMC,,"Maintenance personnels improper securing of an unused instrument lamp socket during recent maintenance, which resulted in an electrical short of the landing gear controls and stopped the landing gear while it was transitioning to the down position and led to the landing gear collapse.",25-09-2020,2017-04-09,Minor,1,2,MI
80282,20170410X71808,Incident,WPR17IA086,2017-04-10,LIVERMORE CA,UNITED STATES,Non-Fatal,Minor,Airplane,N755R,BEECH,A36TC,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,,25-09-2020,2017-04-10,Minor,1,1,CA
80285,20170413X51732,Accident,GAA17CA232,2017-04-11,HOUSTON TX,UNITED STATES,Non-Fatal,Substantial,Airplane,N92873,CESSNA,172,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,2.0,VMC,,"The pilots delayed attempt to abort the takeoff with a tailwind, which resulted in a runway overrun.
",25-09-2020,2017-04-11,Minor,1,2,TX
80287,20170412X52110,Accident,GAA17CA230,2017-04-12,MANCHESTER CA,UNITED STATES,Non-Fatal,Substantial,Airplane,N7945V,CESSNA,180,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots improper preflight fuel planning, which resulted in fuel exhaustion and the total loss of engine power.",25-09-2020,2017-04-12,Minor,1,2,CA
80290,20170412X71451,Accident,CEN17LA153,2017-04-12,LA PORTE TX,UNITED STATES,Non-Fatal,Substantial,Airplane,N95551,CESSNA,152,No,1.0,Reciprocating,091,,Flight Test,0.0,0.0,0.0,1.0,VMC,,"A total loss of engine power due to fuel contamination, which resulted from the pilots inadequate preflight inspection that did not detect water contamination.",25-09-2020,2017-04-12,Minor,1,2,TX
80292,20170412X83735,Accident,GAA17CA231,2017-04-12,KENAI AK,UNITED STATES,Non-Fatal,Substantial,Airplane,N2144Z,CESSNA,180,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain directional control during the landing roll with crosswind conditions. 
",25-09-2020,2017-04-12,Minor,1,2,AK
80293,20170417X91018,Accident,GAA17CA233,2017-04-12,LLANO TX,UNITED STATES,Non-Fatal,Substantial,Airplane,N461RL,PIPER,PA 34,No,2.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,IMC,,"The pilots complacency during the en route phase of flight, which resulted in fuel mismanagement and a subsequent gear-up landing. 
",25-09-2020,2017-04-12,Minor,1,2,TX
80301,20170416X54153,Accident,ERA17FA155,2017-04-15,WILLISTON FL,UNITED STATES,Fatal,Destroyed,Airplane,N4244V,CESSNA,170,No,1.0,Reciprocating,091,,Personal,4.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain adequate airspeed during initial climb in gusty wind conditions, which resulted in the airplane exceeding its critical angle-of-attack and experiencing an aerodynamic stall/spin.",25-09-2020,2017-04-15,Fatal,3,3,FL
80303,20170418X31628,Accident,CEN17LA157,2017-04-15,MINDEN LA,UNITED STATES,Non-Fatal,Substantial,Airplane,N7358E,CESSNA,210,No,,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's inadequate fuel planning and in-flight fuel monitoring, which resulted in a total loss of engine power due to fuel exhaustion.
",25-09-2020,2017-04-15,Minor,1,2,LA
80305,20170417X95902,Accident,ANC17LA020,2017-04-16,WILLOW AK,UNITED STATES,Non-Fatal,Substantial,Airplane,N9362X,CESSNA,182,No,1.0,Reciprocating,091,,Personal,0.0,1.0,0.0,0.0,VMC,,"The partial loss of engine power for reasons that could not be determined based on the available information, which resulted in the forced landing attempt and impact with power lines.

",25-09-2020,2017-04-16,Serious,2,2,AK
80315,20170418X44152,Accident,ERA17LA158,2017-04-18,EUHARLEE GA,UNITED STATES,Non-Fatal,Substantial,Airplane,N8368B,CESSNA,172,No,1.0,Reciprocating,091,,Unknown,0.0,0.0,2.0,0.0,VMC,,The NTSB did not determine the probable cause of this event and does not plan to issue a report or open a public docket. The investigation of this event is being conducted under the jurisdiction of the Federal Bureau of Investigation.,25-09-2020,2017-04-18,Minor,1,2,GA
80317,20170420X64332,Accident,GAA17CA239,2017-04-19,FALLON NV,UNITED STATES,Non-Fatal,Substantial,Airplane,N786KS,BEECH,C23,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's inaccurate takeoff performance calculations and failure to maintain directional control during an aborted takeoff.,25-09-2020,2017-04-19,Minor,1,2,NV
80318,20170619X52036,Accident,GAA17CA349,2017-04-19,TULSA OK,UNITED STATES,Non-Fatal,Substantial,Airplane,N4148T,PIPER,PA44,No,2.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,2.0,VMC,,"The pilot receiving instructions failure to maintain directional control during landing in gusting wind conditions.
",25-09-2020,2017-04-19,Minor,1,2,OK
80320,20170420X70152,Accident,ERA17LA160,2017-04-20,YANKEETOWN FL,UNITED STATES,Non-Fatal,Substantial,Airplane,N6013E,CESSNA,172,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,A total loss of engine power for reasons that could not be determined because postaccident examination of the engine revealed no evidence of any preaccident mechanical malfunctions or failures that would have precluded normal operation.,25-09-2020,2017-04-20,Minor,1,2,FL
80321,20170420X82100,Accident,CEN17LA162,2017-04-20,SALIDA CO,UNITED STATES,Non-Fatal,Substantial,Airplane,N9589T,CESSNA,210,No,,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots inadequate fuel management, which resulted in a total loss of engine power due to fuel starvation. ",25-09-2020,2017-04-20,Minor,1,2,CO
80326,20170421X03812,Accident,WPR17LA088,2017-04-21,KERNVILLE CA,UNITED STATES,Non-Fatal,Substantial,Airplane,N9975D,PIPER,PA 22-150,No,1.0,Reciprocating,091,,Personal,0.0,0.0,3.0,0.0,VMC,,,09-12-2021,2017-04-21,Minor,1,2,CA
80330,20170425X32332,Accident,GAA17CA243,2017-04-21,KILLEEN TX,UNITED STATES,Non-Fatal,Substantial,Airplane,N3308U,CESSNA,182,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's incorrect landing flare in gusting wind conditions.,25-09-2020,2017-04-21,Minor,1,2,TX
80334,20170424X90258,Accident,ERA17LA166,2017-04-23,OVID NY,UNITED STATES,Non-Fatal,Substantial,Airplane,N9907B,CESSNA,182A,No,1.0,Reciprocating,091,,Skydiving,0.0,1.0,0.0,0.0,VMC,,"The mechanic's failure to inspect and clean the carburetor fuel inlet screen during the airplanes annual inspection, which allowed undetected debris and dirt to obstruct the fuel supply and resulted in fuel starvation and the subsequent total loss of engine power.",25-09-2020,2017-04-23,Serious,2,2,NY
80335,20170425X05938,Accident,CEN17LA166,2017-04-23,COVINGTON LA,UNITED STATES,Non-Fatal,Substantial,Airplane,N3548J,PIPER,PA 31-350,No,2.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's improper fuel planning, which resulted in a total loss of power to both engines due to fuel exhaustion.",25-09-2020,2017-04-23,Minor,1,2,LA
80336,20170427X25525,Accident,GAA17CA245,2017-04-23,MARSING ID,UNITED STATES,Non-Fatal,Substantial,Airplane,N4017Y,CESSNA,185,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots improper landing flare, which resulted in a bounced landing, the failure of the right main landing gear wheel, and a ground loop. ",25-09-2020,2017-04-23,Minor,1,2,ID
80337,20170511X83124,Accident,CEN17LA178,2017-04-23,MANISTEE MI,UNITED STATES,Non-Fatal,Substantial,Airplane,N2056R,CESSNA,182G,No,1.0,Reciprocating,091,,Personal,0.0,4.0,0.0,0.0,VMC,,"The failure of the airplane owner and maintenance personnel to follow the propeller manufacturer's recommend overhaul schedule, which resulted in a fatigue fracture of the propeller blade actuating pin and a loss of thrust in flight.",25-09-2020,2017-04-23,Serious,2,2,MI
